item	itemLabel
Q5606289	Greg Stanton
Q5606295	Greg Steube
Q5607889	Carl R. Chindblom
Q5611116	Walter T. Colquitt
Q5611358	Roscoe Conkling
Q5611981	Robert J. Corbett
Q561284	Cedric Richmond
Q561315	Tim Scott
Q561325	Mickey Leland
Q5613710	William Josiah Crow
Q561547	Augustus F. Hawkins
Q5617655	Gulian C. Verplanck
Q5618144	William Crosby Dawson
Q561829	Oakes Ames
Q5621047	Gustav A. Schneebeli
Q5621566	Lester J. Dickinson
Q5622225	Guy Edgar Campbell
Q5622280	Guy Gillette
Q5622396	Guy L. Moser
Q5622398	Guy L. Shaw
Q5623261	Jonathan P. Dolliver
Q56274180	Chrissy Houlahan
Q5628140	H. Clay Van Voorhis
Q5628519	H. Robert Fowler
Q562908	Emilio Q. Daddario
Q563149	James V. Stanton
Q5638110	Hadwen Carlton Fuller
Q5640425	Hakeem Jeffries
Q5641152	Halbert S. Greenleaf
Q5644938	Hamilton Fish IV
Q5645032	Hamilton K. Wheeler
Q5645239	Hamilton Ward, Sr.
Q56486570	Nikema Williams
Q56486676	Lori Trahan
Q565374	Martin Heinrich
Q5655024	Harcourt J. Pratt
Q5655983	Hardie Scott
Q5659063	Harmar D. Denny, Jr.
Q5659066	Harmar Denny
Q5659163	Harmon S. Conger
Q5661051	Harold H. Velde
Q5661317	Harold K. Claypool
Q5662081	Harold R. Collier
Q5662292	Harold S. Tolley
Q5664934	Harris Jacob Bixler
Q5665116	Harris W. Fawell
Q5665611	Harrison G. O. Blake
Q5666887	Harry Allison Estep
Q5667726	Harry C. Ransley
Q5669362	Harry H. Mason
Q5669371	Harry H. Pratt
Q5670384	Harry L. Haines
Q5671414	Harry P. Beam
Q5671426	Harry P. Jeffrey
Q5673338	Harry White
Q5676959	Jefferson Monroe Levy
Q5677086	Harvey C. Garber
Q5677241	Harvey H. Johnson
Q5677516	Harvey Putnam
Q567812	Jesse F. Stallings
Q567958	George S. Houston
Q568344	John William Noell
Q569448	Theron Ephron Catlin
Q569496	Ansel Sterling
Q5697264	John Chandler
Q569962	Anson Burlingame
Q570173	Paul Gillmor
Q571000	William Alden Smith
Q5710953	Heman A. Moore
Q5712486	Phil English
Q5713322	Henderson Haverfield Carson
Q5717012	Henry A. P. Muhlenberg
Q5717184	Henry Alden Clark
Q5717536	Henry Augustus Muhlenberg
Q5717589	Henry B. Cassel
Q571792	Mae Nolan
Q5718044	Henry Bennett
Q571810	Asahel W. Hubbard
Q5718237	Henry Black
Q5718745	Henry Bruckner
Q5718770	Henry Brush
Q5718866	Henry Burk
Q5719008	Henry C. Goodwin
Q5719308	Henry Chapman
Q5719508	Henry Clay Longnecker
Q571953	Christopher Tompkins
Q5720337	Henry Dickinson Green
Q5720406	Henry Donnel Foster
Q5720540	Henry Dunning Moore
Q5720815	Henry Ellenbogen
Q5721642	Henry Frick
Q5721709	Henry G. Danforth
Q5722357	Henry H. Bingham
Q5723703	Henry J. Nowak
Q5724112	Henry Joseph Steele
Q57242006	Joe Neguse
Q5724334	Henry King
Q5724546	Henry L. Cake
Q5724561	Henry L. Dickey
Q5724806	Henry Lee Morey
Q5725032	Henry Logan
Q5726187	Henry Myer Phillips
Q5726259	Henry Nes
Q572661	Campbell Slemp
Q572663	Anthony A.C. Rogers
Q572671	Anthony A. Fleger
Q5727546	Henry Riggs Rathbone
Q5727858	Henry S. De Forest
Q5727892	Henry S. Neal
Q5727916	Henry S. Walbridge
Q572822	Milton Horace West
Q5728270	Henry Sherman Boutell
Q5728467	Henry Snapp
Q5728575	Henry St. John
Q572941	Anthony C. Beilenson
Q5729449	Henry Van Aernam
Q5729994	Henry Wells Tracy
Q5730065	Henry White Beeson
Q5730148	Henry Wilbur Bentley
Q5730150	Henry Wilbur Palmer
Q5730347	Henry Wilson
Q5730372	Henry Wilson Temple
Q5730381	Henry Winfield Watson
Q5730595	Henry Wynkoop
Q573153	Anthony Dimond
Q5734635	Herbert J. McGlinchey
Q5735995	Herbert Zelenko
Q5738335	Vito Fossella
Q5740083	Herman Peter Eberharter
Q5740258	Herman T. Schneebeli
Q5740313	Herman W. Snow
Q574116	Anthony Wayne
Q574441	Clint Roberts
Q574627	William Raworth Cooper
Q5750034	Hezekiah S. Bundy
Q5750508	Jacob Harold Gallinger
Q575802	Patrick F. Gill
Q576697	Philip S. Crooke
Q576726	John Fox
Q576758	Morgan Jones
Q576768	Archibald Van Horne
Q576779	Walter Bowie
Q576801	Leonard Covington
Q576826	Richard Sprigg
Q5769041	Hiram Bell
Q5769160	Hiram Gray
Q5769205	Hiram Lawton Richmond
Q5769326	Hiram Walden
Q577114	John Chew Thomas
Q577160	Albert Arnold Gore
Q577181	James Kerrigan
Q577193	John Carlyle Herbert
Q577751	Tom Foley
Q5791785	Thomas Hartley
Q579210	Charles A. Christopherson
Q5793043	Doc Hastings
Q579602	David Emmons Johnston
Q579660	Carl Elliott
Q580489	Alec G. Olson
Q5806411	William Hindman
Q580660	William L. Goggin
Q581141	Benjamin Huntington
Q581476	David A. Noble
Q582160	Morgan Rawls
Q58301995	Dan Crenshaw
Q58322563	Haley Stevens
Q58322868	Sharice Davids
Q58323071	Jason Crow
Q58323072	Susan Wild
Q58323073	Elaine Luria
Q58323131	Dean Phillips
Q58323559	Kendra Horn
Q58323616	Debbie Mucarsel-Powell
Q58324150	Cindy Axne
Q58324174	Angie Craig
Q58324313	Lizzie Pannill Fletcher
Q583321	John Andrew Sullivan
Q58333597	Harley Rouda
Q58333611	Susie Lee
Q58333614	Kevin Hern
Q58333615	Chip Roy
Q58333616	Kim Schrier
Q58333638	Carolyn Bourdeaux
Q583529	Gary Condit
Q58399761	Xochitl Torres Small
Q58416634	Katie Hill
Q584364	Henry L. Pierce
Q5844272	John Cochrane
Q584787	Samuel B. Cooper
Q58494431	Bryan Steil
Q58494468	Josh Harder
Q58494532	Jim Hagedorn
Q58495662	Mariannette Miller-Meeks
Q584973	Frank Orren Lowden
Q585249	Lee Terry
Q585655	Edward P. Little
Q5856885	John Faso
Q586407	Dixon Hall Lewis
Q5868980	William M. Gwin
Q587033	David Kilgore
Q58754391	Katie Porter
Q587576	Thomas Telfair
Q588039	John Bertrand Conlan
Q58806791	Brenda Jones
Q5883292	Hugh J. Jewett
Q588938	William E. Andrews
Q58993183	Joe Cunningham
Q5901486	Horace B. Smith
Q5901539	Horace Billings Packer
Q5901542	Horace Binney
Q590202	Muscoe Russell Hunter Garnett
Q5902244	Horace Wheaton
Q5902639	Horatio C. Claypool
Q5902685	Horatio Gates Fisher
Q590624	R. James Harvey
Q5907272	Hosea H. Rockwell
Q590991	Cyrus Cline
Q591032	James Kennedy
Q591235	Erastus Root
Q591513	Melvin Baldwin
Q591782	William Davis Daly
Q5919512	Howard E. Campbell
Q5920480	Howard Mutchler
Q592487	Augustus Hall
Q5925486	Randy Kuhl
Q592834	William Ely
Q59306065	TJ Cox
Q5930936	Hugh Glasgow
Q5931569	Hugh M. Rigney
Q59335	Guy Victor Molinari
Q593370	Benjamin Chew Howard
Q5934173	James Henry Lane
Q594335	Bernard J. Dwyer
Q59445	John Gregg Utterback
Q594570	Samuel Dexter
Q595159	Roswell G. Horr
Q595948	Baron Hill
Q596010	William E. Fuller
Q596599	Joe Hendricks
Q596770	Sam D. McReynolds
Q59726216	Byron Donalds
Q597613	Ed Case
Q597630	Clement J. Zablocki
Q5978897	Keith Rothfus
Q597998	Antoni Nicholas Sadlak
Q5981597	James A. McDougall
Q598241	James W. Grant
Q5982486	Michael R. McNulty
Q598403	John Pickler
Q598524	Ezra Wheeler
Q598775	James C. Corman
Q598873	James Trezvant
Q598880	Garnett Adrain
Q598902	Daniel W. Hamilton
Q599050	George N. Briggs
Q599174	Frances Payne Bolton
Q599255	Hugh A. Dinsmore
Q599362	Joseph H. Walker
Q5997832	Patrick Murphy
Q5998488	Ray Musto
Q600005	Edolphus Towns
Q6003715	Elvira Salazar
Q600393	John Dingell, Jr.
Q6005619	James Nesmith
Q60190894	Stephanie Bice
Q601944	J. Bayard Clark
Q602195	John E. Miller
Q602233	Robert Washington Fyan
Q6026200	Kathryn E. Granahan
Q602954	William Barton Wade Dent
Q602992	Antonio M. Fernández
Q603157	Hamer H. Budge
Q603467	Pat Tiberi
Q6035804	Innis Green
Q603717	Charles H. Prince
Q604143	William Helms
Q60428645	Michael Guest
Q60428696	Antonio Delgado
Q60428775	Ron Wright
Q60428824	Steve Watkins
Q60428839	John Joyce
Q604409	Edward Tylor Miller
Q6045035	John E. Peterson
Q604564	William Davidson
Q606309	Jason Altmire
Q6063320	Joseph E. Ransdell
Q6065941	Philip Reed
Q6066014	Ira Davenport
Q6066301	Ira W. Drew
Q606732	Miner G. Norton
Q6069522	Thomas M. Reynolds
Q60713905	Ashley Hinson
Q6074742	Irving Price Wanger
Q6075024	Irwin D. Davidson
Q6075856	Isaac Anderson
Q6076143	Isaac Clements
Q6076149	Isaac Clinton Kline
Q6076398	Isaac Griffin
Q6076507	Isaac Hoffer Doutrich
Q6076677	Isaac Leet
Q6076832	Isaac N. Morris
Q6076934	Isaac Parrish
Q6076980	Isaac R. Sherwood
Q6077120	Isaac Siegel
Q6077133	Isaac Smith
Q6077295	Isaac Wayne
Q6077328	Isaac Wilson
Q608036	Richard Henry Clarke
Q6080874	Isidor Rayner
Q608265	Edward W. Saunders
Q608633	Francis Edwin Shober
Q6087007	Israel Jacobs
Q6087084	Israel Moore Foster
Q6087250	Israel T. Hatch
Q609189	Jesse Jackson Jr.
Q609379	Bruce Vento
Q609481	Jeremiah Bailey
Q6099354	Ivor David Fenton
Q6104880	J. Buell Snyder
Q6104884	J. Burrwood Daly
Q6105624	J. Eugene Harding
Q6105700	J. Ford Laning
Q6105708	J. Francis Harter
Q6105938	J. Hampton Moore
Q6105954	J. Harry McGregor
Q6105964	J. Henry Goeke
Q6105996	J. Howard Swick
Q6106352	J. Leroy Adair
Q6106491	Jonathan Mayhew Wainwright
Q6106591	J. N. Langham
Q6106996	J. Ross Mickey
Q6107285	J. Twing Brooks
Q6107460	J. William Ditter
Q610936	John Finis Philips
Q6114706	Jack Quinn
Q6117085	Jackson Edward Betts
Q6118251	Jacob A. Ambler
Q6118253	Jacob A. Cantor
Q6118332	Jacob Banks Kurtz
Q6118418	Jacob Broom
Q6118448	Jacob C. Davis
Q6118554	Jacob E. Davis
Q6118695	Jacob H. Gilbert
Q6118740	Jacob Hibshman
Q6118794	Jacob J. Pugsley
Q6118849	Jacob Kerlin McKenty
Q6118885	Jacob Krebs
Q6119012	Jacob Miller Campbell
Q6119080	Jacob P. Chamberlain
Q6119174	Jacob Richards
Q6119193	Jacob Romeis
Q6119204	Jacob Ruppert
Q6119280	Jacob Sloat Fassett
Q612202	Thomas Abernethy
Q612300	Peter Frelinghuysen, Jr.
Q612408	Francis Burton Harrison
Q612451	Aaron Ward
Q6128045	James A. Byrne
Q6128064	James A. Connolly
Q6128105	James A. Gallagher
Q6128211	James A. Norton
Q6128332	James A. Wright
Q6128502	James Alexander, Jr.
Q6128654	James Allison, Jr.
Q6128670	James Alonzo Stahle
Q6128836	James Armstrong
Q612955	John Kelly
Q6129722	James Bernard Reilly
Q612979	John Henry Hobart Haws
Q6129822	James Black
Q6130045	James Bowen Everhart
Q6130057	James Bowler
Q6130190	James Breck Perkins
Q613020	William B. Maclay
Q613039	Thomas J. Barr
Q6130642	James C. Allen
Q6130715	James C. Greenwood
Q6130727	James C. Healey
Q613104	Henry B. Cowles
Q6131085	James Carroll Robinson
Q6131602	James Comer
Q6132225	James D. Weaver
Q6132921	James Duncan
Q6133235	James Edward Van Zandt
Q6133277	James Earl Major
Q6133417	James Eli Watson
Q6133600	James F. Burke
Q6133642	James F. Hastings
Q6133672	James F. Lind
Q6134046	James Ford
Q6134352	James Grove Fulton
Q6134380	James G. Polk
Q6134548	James Geddes
Q6134577	James Gerry
Q6135168	James H. Gildea
Q6135172	James H. Graham
Q6135249	James H. Osmer
Q6135277	James H. Scheuer
Q6135289	James H. Southard
Q6135298	James H. Torrens
Q613539	Gouverneur Kemble
Q613554	Michael Walsh
Q6135595	James Harper
Q613563	Jesse Johnson Yeates
Q6135946	James Hepburn Campbell
Q6135975	James Herron Hopkins
Q613651	James Jones
Q6136514	James I. Dungan
Q6136585	James Irvin
Q6136633	James J. Belden
Q6136705	James J. Lanzetta
Q6137022	James Joyce
Q6137047	James K. Coyne, III
Q6137067	James K. Moorhead
Q6137187	James Kelly
Q6137271	James Kerr
Q6137307	James Kilbourne
Q6137442	James Knox Polk Hall
Q6137541	James L. D. Morrison
Q6137642	James L. Quinn
Q6137679	James L. Whitley
Q6137753	James Landy
Q6137853	James Lawrence Getz
Q6138098	James Lisle Gillis
Q6138359	James M. Barnes
Q6138413	James M. E. O'Grady
Q6138422	James M. Fitzpatrick
Q6138428	James M. Gaylord
Q6138438	James M. Hanley
Q6138442	James M. Hazlett
Q6138453	James M. Humphrey
Q6138524	James M. Quigley
Q6138531	James M. Riggs
Q6138537	James M. Ritchie
Q6138596	James M. Wallace
Q6138990	James Martin Bell
Q6139157	James McAndrews
Q6139259	James McDevitt Magee
Q6139446	James McKinney
Q6139496	James McMahon Graham
Q6139555	James McPherson Russell
Q6139567	James McSherry
Q6139848	James Mitchell Chase
Q6140083	James Mosgrove
Q6140725	James P.B. Duffy
Q6140832	James P. Scoblick
Q6141579	James R. Buckley
Q6141692	James R. Morris
Q6141762	James R. Williams
Q6141770	James R. Young
Q6142642	James S. Havens
Q6142670	James S. Mitchell
Q6142676	James S. Negley
Q6142681	James S. Parker
Q6142697	James S. Robinson
Q6142700	James S. Simmons
Q6142704	James S. Stevenson
Q6142915	James Seccombe
Q6143202	James Simpson, Jr.
Q6143389	James Soloman Biery
Q6143670	James Stewart Martin
Q6143908	James Thomas Begg
Q6143935	James T. Igoe
Q6143950	James T. McDermott
Q6143987	James T. Walsh
Q6144211	James Thompson Maffett
Q6144388	James Tracy Hale
Q6144544	James V. Buckley
Q6144554	James Vincent Ganly
Q6144557	James V. Heidinger
Q6144731	James W. Brown
Q6144811	James W. Husted
Q6144871	James W. Owens
Q6144906	James W. Singleton
Q6145059	James Wallace Robinson
Q6145443	James Whitehill
Q6145605	James William Murphy
Q6145690	James Wilson
Q6145733	James Wolcott Wadsworth
Q6145741	James Wolcott Wadsworth, Jr.
Q6145884	James Xavier McLanahan
Q614613	George Sydney Hawkins
Q6148166	Thomas Forrest
Q614868	James Abdnor
Q615121	Joseph Bryan Thompson
Q6159997	Jared Irwin
Q616124	R. Walton Moore
Q6162964	Jason Lewis
Q6163589	Jason T. Smith
Q6163948	Jasper Ewing Brady
Q6166834	Jay Le Fevre
Q616850	Frank LoBiondo
Q6171054	Thomas Scott
Q6175202	Jeff Van Drew
Q6175214	Hugh Ike Shott
Q6175453	Jefferson Davis Brodhead
Q6176087	Nathaniel Silsbee
Q6176513	Jehu Baker
Q6176514	Jehu Glancy Jones
Q6180665	Jerediah Horsford
Q6180824	Jeremiah E. Cary
Q6180905	Jeremiah McLene
Q6181004	Jeremiah W. Dwight
Q6182103	Bob Smith
Q6182673	Jerome F. Donovan
Q6186231	Jesse Column Dickey
Q6186564	Jesse Lazear
Q6186577	Jesse Lee Hartman
Q6186669	Jesse Miller
Q6187332	Jessica M. Weis
Q6199983	John E. Sweeney
Q6200205	Jimmy Gomez
Q6206677	Job Mann
Q6206686	Job Roberts Tyson
Q6207815	Jodey Arrington
Q6208081	Jody Hice
Q6210357	Joe Hoeffel
Q6213276	Joel Buchanan Danner
Q6213331	Joel Cook
Q6213632	Joel Keith Mann
Q6215217	Paul S. Trible, Jr.
Q6217598	John A. Collier
Q6217717	John A. Hanna
Q6217762	John A. Key
Q6217775	John A. Lafore, Jr.
Q6217825	John A. McMahon
Q6218549	John Alexander Ahl
Q6218779	John Allen Sterling
Q6218804	John Allison
Q6219059	John Andrew Hiestand
Q6219421	John Armstrong Smith
Q6219444	John Arnot, Jr.
Q6219749	John Augustus Swope
Q6219978	John B. Hawley
Q6219979	John B. Hay
Q6220105	John B. Rice
Q6220156	John B. Weber
Q6220546	John Banks
Q6221266	John Beatty
Q6221612	John Benton Sterigere
Q6221699	John Berry
Q6222059	John Black Packer
Q6222181	John Blanchard
Q6222319	John Boccieri
Q6222555	William Scott Vare
Q6223222	John Brisbin
Q6223458	John Brown
Q6223665	John Brutzman Storm
Q6224273	John C. Bagby
Q6224335	John C. Churchill
Q6224365	John C. Davies II
Q6224489	John C. Kluczynski
Q6224498	John Crain Kunkel
Q6224536	John C. Martin
Q6224551	John C. McKenzie
Q6224620	John C. Sherwin
Q6224627	John C. Speaks
Q6224685	John C. Wright
Q6225130	John Carey
Q6225618	John Cessna
Q6225694	John Chaney
Q6226023	John Christian Kunkel
Q6226301	John Clayton Allen
Q6226833	John Conard
Q6226938	John Conrad Bucher
Q6227150	John Cornelius Butler
Q6227355	John Covode
Q6228123	John D. Clarke
Q6228485	John Dalzell
Q6228621	John Davenport
Q6228976	John De Mott
Q6229352	John Dick
Q6229375	John Dickey
Q6229411	John Dickson
Q6229615	John Dodson Stiles
Q6230883	John E. Reyburn
Q6230916	John E. Seeley
Q6230920	John E. Sheridan
Q6231769	John Emory Andrus
Q6232312	John F. Hunter
Q6232462	John F. McKinney
Q6233139	John Findlay
Q6233234	John Fisher
Q6233279	Thomas E. Watson
Q6233335	John Fitzgibbons
Q6234485	John G. Dow
Q6234589	John G. Sawyer
Q6234605	John G. Stower
Q6234626	John G. Warwick
Q6234705	John Galbraith
Q6234747	John Gallagher Montgomery
Q6234816	John Ganson
Q6235057	John Geiser McHenry
Q6235395	John Gilmore
Q6235530	John Gloninger
Q6235573	John Goddard Watmough
Q6236281	John Greig
Q6236742	John H. Camp
Q6236918	John H. Ketcham
Q6236985	John H. Moffitt
Q6237092	John H. Starin
Q6237114	John H. Terry
Q6237135	John H. Ware III
Q6237184	John Haden Wilson
Q6237223	John Hahn
Q6237494	John Hammond
Q6239062	John Herman Dent
Q6239195	John Hickman
Q6239222	John Hiester
Q6239524	John Hoge
Q6239526	John Hoge Ewing
Q6239785	John Hoover Rothermel
Q6240341	John Hull Campbell
Q6240616	John I. Rinaker
Q6240620	John I. Vanmeter
Q6240981	John J. Casey
Q6241070	John J. Gorman
Q6241083	John J. Hardin
Q6241128	John J. Lentz
Q6241301	John J. Taylor
Q6241573	John James McDannold
Q6241588	John James Pearson
Q6241622	John Jamison Pearce
Q6241926	John Johnson
Q6242390	John K. Miller
Q6243282	John Klingensmith, Jr.
Q6243360	John Knox Stewart
Q6243559	John L. Cable
Q6243713	John L. Taylor
Q6243722	John L. Vance
Q6244030	John Laporte
Q6244260	John LeBoutillier
Q6244490	John Leisenring
Q6244771	John Lewis Brenner
Q6244988	John Littleton Dawson
Q6245684	John M. Ashbrook
Q6245762	John M. Crebs
Q6245768	John M. Davy
Q6245826	John M. Goodenow
Q6245840	John M. Holley
Q6245846	John M. Hyneman
Q6245888	John M. Morin
Q6245905	John M. Parker
Q6246009	John M. Wiley
Q6246386	John Magee
Q6246910	John Marshall Rose
Q6246978	John Martin Broomall
Q6247010	John Martin Vorys
Q6247332	John Maynard
Q6247438	John McCandless Thompson
Q6247701	John Ralph McDowell
Q6248187	John McNair
Q6248239	John McNulta
Q6248545	John Merriman Reynolds
Q6248776	John Miller
Q6249941	John Murray
Q6250084	John N. Hungerford
Q6250989	John O'Neill
Q6251632	John P. Leedom
Q6251694	John P. Saylor
Q6252122	John Patterson
Q6252149	John Patton
Q6252287	John Paul Verree
Q6252831	John Phillips
Q6253201	John Porter
Q6253517	John Pugh
Q6253791	John R. Clancy
Q6253810	John R. Curtis
Q6253837	John R. Farr
Q6253970	John R. Pillion
Q6254023	John R. Thomas
Q6254367	John Rea
Q6254411	John Reber
Q6254558	John Reilly
Q6254769	John Richards
Q6255018	John Ritter
Q6255072	John Robbins
Q6255203	John Roberts Reading
Q6255399	John Roger Kirkpatrick Scott
Q6255915	John Rufus Edie
Q6256043	John Rutherford
Q6256302	John S. Jones
Q6256361	John S. Pindar
Q6256392	John S. Snook
Q6256651	John Sanford
Q6257008	John Schwartz
Q6257090	John Scott
Q6258184	John Sloane
Q6258236	John Smilie
Q6258452	John Snyder
Q6259458	John Strohm
Q6259825	John Swinburne
Q6259910	John T. Andrews
Q6260108	John T. Smith
Q6260114	John T. Spriggs
Q6260150	John Taber
Q6260592	John Thomas Lenahan
Q6260635	John Thomas Wilson
Q6260945	John Tod
Q6261645	John V. Creely
Q6261781	John Van Voorhis
Q6261809	John Vandling Lesher
Q6262095	John W. Allen
Q6262116	Jack Bergman
Q6262174	John W. Cassingham
Q6262204	John W. Cox, Jr.
Q6262336	John W. Howe
Q6262359	John W. Kittera
Q6262401	John W. McCormick
Q6262742	John Walker Ryon
Q6263377	John Weinland Killinger
Q6263401	John Welch
Q6263658	John Westbrook
Q6263660	John Westbrook Hornbeck
Q6263859	John Whiteside
Q6263981	John Wilbur Dwight
Q6264325	John Williams
Q6264547	John Wilson Farrelly
Q6264596	John Winebrenner Rife
Q6264603	John Winfield Wallace
Q6264997	John Wurts
Q6270560	Jon D. Fox
Q6271984	Jonas A. Hughston
Q6272064	Jonas Earll, Jr.
Q6272228	Jonas R. Emrie
Q6272887	Jonathan D. Morris
Q6273305	Jonathan H. Rowell
Q6273592	Jonathan Knight
Q6274238	Jonathan Richmond
Q6274364	Jonathan Scoville
Q6274443	Jonathan Sloane
Q6274577	Jonathan Taylor
Q6274789	Jonathan Williams
Q6280819	Joseph A. McArdle
Q6280852	Joseph A. Scranton
Q6281085	Joseph Anthony Gray
Q6281214	Joseph B. Crowley
Q6281276	Joseph Bailey
Q6281306	Joseph Baltzell Showalter
Q6281457	Joseph Benton Donley
Q6281528	Joseph Biles Anthony
Q6281782	Joseph Buffington
Q6281927	Joseph C. Sibley
Q6281943	Joseph Cable
Q6282149	Joseph Clay
Q6282770	Joseph E. Baird
Q6282838	Joseph Earlston Thropp
Q6283158	Joseph Fornance
Q6283213	Joseph Franklin Biddle
Q6283263	Joseph Fry, Jr.
Q6283547	Joseph Grant Beale
Q6283675	Joseph H. Himes
Q6283694	Joseph H. Outhwaite
Q6283745	Joseph Halsey Crane
Q6283853	Joseph Hawkins
Q6283881	Joseph Hemphill
Q6283888	Joseph Henderson
Q6284064	Joseph Hopkinson
Q6284070	Joseph Horace Shull
Q6284227	Joseph J. Gill
Q6284260	Joseph J. O'Brien
Q6284426	Joseph Johnson Hart
Q6284713	Joseph L. Carrigg
Q6284844	Joseph Lawrence
Q6284902	Joseph Lefever
Q6285116	Joseph M. Gaydos
Q6285145	Joseph M. McDade
Q6285323	Joseph Marmaduke Pratt
Q6285368	Joseph Mason
Q6285480	Joseph McLaughlin
Q6285561	Joseph Miller
Q6285623	Joseph Morelle
Q6285638	Joseph Morris
Q6285684	Joseph Mullin
Q6286018	Joseph P. Kolter
Q6286109	Joseph Patrick Addabbo
Q6286332	Joseph Powell
Q6286401	Joseph R. Cockerill
Q6286551	Joseph Reynolds
Q6286574	Joseph Ridgway
Q6286577	Joseph Ripley Chandler
Q6286667	Joseph Rowan
Q6286729	Joseph S. Ammerman
Q6287555	Joseph V. Graff
Q6287794	Joseph Warren Ray
Q6288094	Joseph Y. Resnick
Q6288908	Josh Gottheimer
Q6289775	Joshua Eilberg
Q6289786	Joshua Evans, Jr.
Q6290015	Joshua Lee
Q6290053	Joshua Mathiot
Q6290319	Joshua William Swartz
Q6290468	Josiah Duane Hicks
Q629285	Francis Thomas
Q629554	William Russell Smith
Q630219	John May Taylor
Q6304277	Judson W. Sherman
Q6309822	Julius Goldzier
Q631195	Mark Udall
Q631257	John Boyle
Q631497	John Welborn
Q6317547	Justin Dwinell
Q63198048	Barry Moore
Q632321	Dan Coats
Q632334	Orris S. Ferry
Q6326026	William L. Scott
Q632749	Henry C. Smith
Q632825	Albert L. Smith, Jr.
Q633055	Archibald Atkinson
Q633060	Archibald B. Darragh
Q633070	Archibald Chapman Hart
Q633158	Archibald E. Olpp
Q633176	Archibald Henderson
Q633184	Archibald Hill Carmichael
Q633206	Archibald Hunter Arrington
Q633209	Archibald Hunter Arrington Williams
Q633211	Archibald J. Weaver
Q633356	Archibald McNeill
Q633367	Archibald M. Bliss
Q633483	Archibald T. MacIntyre
Q633827	Samuel Dickstein
Q634564	Frank Swett Black
Q634626	Cleve Benedict
Q635447	William P. Curlin, Jr.
Q6369678	Karen Handel
Q6371681	Karl C. King
Q637354	Seaborn Roddenbery
Q6376235	Katharine Price Collier St. George
Q6376330	Katherine Clark
Q6376887	Kathleen Rice
Q6390241	Kenneth J. Gray
Q6391703	Kent E. Keller
Q639207	Jim Gibbons
Q639690	George Alexander Pearre
Q640768	Dave Treen
Q640835	Jamie Raskin
Q640983	Francis Burton Craige
Q641177	Robert E. Burke
Q64317	Henry Crocheron
Q64322	John Lefferts
Q644060	James T. Elliott
Q64449	John J. Roane
Q64458	Augustus A. Chapman
Q644584	Roscoe C. McCulloch
Q64468	Tredwell Scudder
Q644706	Charles H. Mansur
Q64485	John J. Wood
Q6450209	Kwanza Hall
Q645215	Michael Castle
Q645216	William Lowndes Yancey
Q646060	Henry A. Barnhart
Q647199	George M. Wallhauser
Q647342	John R. Neal
Q6474075	Laird Howard Barber
Q64782	John Clopton
Q64788	Harold C. Ostertag
Q64790	Henry A. Edmundson
Q64798	Edward Lucas
Q64801	George Townsend
Q64806	Jacob Crocheron
Q6483406	Lance Gooden
Q648482	Phillip Hart Weaver
Q649176	Marguerite S. Church
Q6500590	Laurence F. Arnold
Q6500642	Laurence Hawley Watres
Q6500947	Meyer London
Q6501819	Laurin D. Woodworth
Q6503833	Lawrence B. Stringer
Q6503945	Lawrence Coughlin
Q6504082	Lawrence G. Williams
Q650446	Uriah Tracy
Q6504621	Lawrence T. Neal
Q6504699	Lawrence W. Hall
Q6505902	Lazarus Denison Shoemaker
Q650765	Mary Rose Oakar
Q650795	William Smith
Q650893	Jerry Costello
Q6509509	Leander Babcock
Q651271	Harris B. McDowell, Jr.
Q651957	Warren O. Arnold
Q6521533	Lemuel Amerman
Q6521571	Lemuel Paynter
Q6521584	Lemuel Todd
Q6523685	Leo E. Allen
Q6523864	Leo Isacson
Q6523934	Leo Kocialkowski
Q6524315	Leo William O'Brien
Q6524666	Leon Harry Gavin
Q6524874	Leon Sacks
Q6525278	Leonard Farbstein
Q6525579	Leonard Myers
Q652579	Reuben T. Wood
Q6525817	Leonard W. Schuetz
Q6529040	Leroy T. Marshall
Q652946	Alcée Louis la Branche
Q6530684	Leslie C. Arends
Q6531197	Leslie W. Russell
Q653158	Eugene W. Leake
Q653258	Fred Grandy
Q653373	Cornelius C. Schoonmaker
Q6535362	Levi Barber
Q6535392	Levi D. Carpenter
Q6535468	Levi Maish
Q6536282	Lewis B. Gunckel
Q6536419	Lewis Charles Levin
Q6536489	Lewis Dewart
Q6536513	Lewis E. Payson
Q6536516	Lewis Eaton
Q6536553	Lewis Findlay Watson
Q6536676	Lewis Henry
Q6536754	Lewis K. Rockefeller
Q6536823	Lewis M. Long
Q6536940	Lewis P. Ohliger
Q6537082	Lewis Steward
Q653994	Jimmy Duncan
Q654740	Peter P. Mahoney
Q655518	Harry A. Hanbury
Q655558	Israel F. Fischer
Q655660	Robert Roosevelt
Q655809	John Bullock Clark, Jr.
Q657191	Stephen Wright Kellogg
Q657220	Thomas H. Cullen
Q657235	John James Rooney
Q657245	Harry H. Dale
Q657257	Charles Blakeslee Law
Q657391	John Crompton Weems
Q657417	Thomas Johns Perry
Q657476	Francis Brengle
Q657499	Richard Bennett Carmichael
Q657500	Caleb Ellis
Q657576	Benedict Joseph Semmes
Q657767	Laurence Curtis
Q657837	Bob Schaffer
Q658433	Gardner R. Withrow
Q658506	Claude A. Swanson
